essay01.txt	3	competition can effectively promote the development of economy	It is always said that competition can effectively promote the development of economy.	1	17
essay18.txt	2	women have proved themselves in every field whether it is indoor or outdoor	Initially, if we look into the fact, women have proved themselves in every field whether it is indoor or outdoor.	7	24
essay18.txt	2	the current job market affects the decision of universities	However, the current job market affects the decision of universities.	12	24
essay18.txt	2	Every university designs its courses according to the need of employers	Every university designs its courses according to the need of employers.	13	24
essay18.txt	2	The job selection criteria are pre decided	The job selection criteria are pre decided.	14	24
essay18.txt	2	employers need male candidates for the heavy work such as repairing and installation of heavy machine	For instance employers need male candidates for the heavy work such as repairing and installation of heavy machine.	15	24
essay18.txt	2	university authority must not be biased on ground of the gender discrimination	Furthermore, university authority must not be biased on ground of the gender discrimination.	10	24
essay18.txt	2	They prefer male staff for night shifts	They prefer male staff for night shifts.	16	24
essay18.txt	2	They must consider the academic record of the student as main criteria of admission	They must consider the academic record of the student as main criteria of admission.	11	24
essay18.txt	2	They want female candidates for soft natured work like counseling, teaching, designing etc	They want female candidates for soft natured work like counseling, teaching, designing etc.	17	24
essay18.txt	3	universities follow the requirement of job providers and decide subject suitable for particular gender	Therefore, universities follow the requirement of job providers and decide subject suitable for particular gender.	18	24
essay18.txt	1	universities much open choice for everyone to select his subject	To conclude, I strongly believe that universities much open choice for everyone to select his subject.	19	24
essay18.txt	2	Our youth has become very confident towards his career	Our youth has become very confident towards his career.	20	24
essay18.txt	2	we must give them opportunity to achieve their goal	So we must give them opportunity to achieve their goal.	23	24
essay18.txt	2	They are not ready to be bound in certain limitations	They are not ready to be bound in certain limitations.	21	24
essay18.txt	2	Female candidates also do not care about any restriction posed by the society and the employer	Female candidates also do not care about any restriction posed by the society and the employer.	22	24
essay18.txt	0	Gender Equality at university admission.	Gender Equality at university admission.	0	24
essay18.txt	0	Nowadays men and women are equally participating in every field.	Nowadays men and women are equally participating in every field.	1	24
essay18.txt	0	This factor is still affecting thinking of many people.	This factor is still affecting thinking of many people.	3	24
essay19.txt	2	school and university students and teachers are always the guests of museums	As can be seen, school and university students and teachers are always the guests of museums because the places are where they can discover and obtain a large amount of information related to their studies and teaching.	9	14
essay19.txt	2	the places are where they can discover and obtain a large amount of information related to their studies and teaching	As can be seen, school and university students and teachers are always the guests of museums because the places are where they can discover and obtain a large amount of information related to their studies and teaching.	9	14
essay19.txt	3	This, therefore, makes museums a place to entertain in people leisure time	This, therefore, makes museums a place to entertain in people leisure time.	7	14
essay19.txt	2	visiting museums is clearly seen as both means of entertainment and education	In conclusion, visiting museums is clearly seen as both means of entertainment and education.	12	14
essay19.txt	2	the establishment of a particular museum like history, science, or oceanography is usually attached to educational purposes	On the other hand, the establishment of a particular museum like history, science, or oceanography is usually attached to educational purposes.	8	14
essay19.txt	1	people should perceive the value of museums in enhancing their own knowledge	However, from my viewpoint, people should perceive the value of museums in enhancing their own knowledge about the world they live in.	13	14
essay19.txt	2	there are a number of seminars and conferences held at museums that are informative and necessary for scholars and experts in their fields of research	In addition, there are a number of seminars and conferences held at museums that are informative and necessary for scholars and experts in their fields of research.	10	14
essay19.txt	3	museums prove the supporting role in human education	In this way, museums prove the supporting role in human education.	11	14
essay19.txt	2	museums such as art and music can offer people with a wide range of entertainment activities	Firstly, museums such as art and music can offer people with a wide range of entertainment activities.	4	14
essay19.txt	2	many visitors nowadays may choose to come to museums just for pleasure or as one of the activities that they take part in their holiday trips	Another point is that many visitors nowadays may choose to come to museums just for pleasure or as one of the activities that they take part in their holiday trips.	6	14
essay19.txt	2	they often organise traditional music events performed by local or other famous artists that people can attend to and enjoy to some extent	For example, they often organise traditional music events performed by local or other famous artists that people can attend to and enjoy to some extent.	5	14
essay19.txt	0	Museums as a form of entertainment or education?	Museums as a form of entertainment or education?	0	14
essay19.txt	0	In our world today, there is a wide variety of museums where people can travel to and see differently interesting things.	In our world today, there is a wide variety of museums where people can travel to and see differently interesting things.	1	14
essay19.txt	0	Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education.	Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education.	2	14
essay19.txt	0	In fact, each of these arguments has its own validity.	In fact, each of these arguments has its own validity.	3	14
essay20.txt	1	more reponsibilities should put on private individuals and companies such as paying to clean up air pollution	I believe that more reponsibilities should put on private individuals and companies such as paying to clean up air pollution.	2	14
essay20.txt	2	The waste products and harmful gases produced by these factories cause a significant amount of air pollution	The waste products and harmful gases produced by these factories cause a significant amount of air pollution.	4	14
essay20.txt	2	in most industrialised countries, there is a number of companies that holds heavy factories in their constitutions	First, in most industrialised countries, there is a number of companies that holds heavy factories in their constitutions.	3	14
essay20.txt	2	private individuals cause air pollution in several ways such as inessential use of cars and house heating	Second, private individuals cause air pollution in several ways such as inessential use of cars and house heating.	7	14
essay20.txt	2	As house heating is a major need in the winter time, some households do not consider to use filters to reduce the amount of pollution that the heating causes	As house heating is a major need in the winter time, some households do not consider to use filters to reduce the amount of pollution that the heating causes.	8	14
essay20.txt	2	While these companies make a huge amount of money from their bussinesses, most of them are not considering to take precautions to reduce the amount of air pollution	While these companies make a huge amount of money from their bussinesses, most of them are not considering to take precautions to reduce the amount of air pollution.	5	14
essay20.txt	3	If these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause	If these companies were obliged to pay to clean up the air pollution, they would at least make an effort to reduce the amount of air pollution they cause.	6	14
essay20.txt	3	governments should restrict the use of products that cause air pollution for both individuals and companies	On the other hand, I believe that governments should restrict the use of products that cause air pollution for both individuals and companies.	11	14
essay20.txt	3	Governments also should use an amount of money from their budgets to clean up the air	Governments also should use an amount of money from their budgets to clean up the air, instead of putting all the responsibility to companies and private individuals.	12	14
essay20.txt	2	governments are responsible to provide a healthy enviorement for their inhabitants	In conclusion, due to the fact that governments are responsible to provide a healthy enviorement for their inhabitants and they should be responsible from cleaning up the air pollution, both companies and private individuals should take the main part to clean up the air pollution.	13	14
essay20.txt	2	they should be responsible from cleaning up the air pollution	In conclusion, due to the fact that governments are responsible to provide a healthy enviorement for their inhabitants and they should be responsible from cleaning up the air pollution, both companies and private individuals should take the main part to clean up the air pollution.	13	14
essay20.txt	2	some expensive wehicles cause a huge amount of pollution	Instead of this, some expensive wehicles cause a huge amount of pollution.	9	14
essay20.txt	3	both companies and private individuals should take the main part to clean up the air pollution	In conclusion, due to the fact that governments are responsible to provide a healthy enviorement for their inhabitants and they should be responsible from cleaning up the air pollution, both companies and private individuals should take the main part to clean up the air pollution.	13	14
essay20.txt	3	by charging private indiviuals for causing air pollution, that will at least contribute to reduce the amount of the pollution	In my opinion, by charging private indiviuals for causing air pollution, that will at least contribute to reduce the amount of the pollution.	10	14
essay20.txt	0	Air pollution.	Air pollution.	0	14
essay20.txt	0	Air pullution is an issue threatening the enviorement in many different ways such as causing holes in the ozone and affecting global heating in the nagitve way.	Air pullution is an issue threatening the enviorement in many different ways such as causing holes in the ozone and affecting global heating in the nagitve way.	1	14
essay21.txt	1	advertising is the major reason for high sales of a product	In my opinion, advertising is the major reason for high sales of a product for several reasons.	5	21
essay21.txt	2	it is not sufficient in itself	However, it is not sufficient in itself.	3	21
essay21.txt	2	The most effective way to convince consumers to purchase a product is through advertising	The most effective way to convince consumers to purchase a product is through advertising.	2	21
essay21.txt	2	advertisers push the limits of creativity to dispose the consumers to purchase the product	Therefore, advertisers push the limits of creativity to dispose the consumers to purchase the product.	7	21
essay21.txt	2	When the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases	When the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases.	8	21
essay21.txt	2	The product also should satisfy the needs of the consumers	The product also should satisfy the needs of the consumers.	4	21
essay21.txt	3	We are mainly introduced to products through advertisements	We are mainly introduced to products through advertisements.	6	21
essay21.txt	2	the number of that product being sold will increases	As a result of this, the number of that product being sold will increases.	11	21
essay21.txt	3	advertisements have undeniable affects on the society about the product being advertised	Considering this fact, advertisements have undeniable affects on the society about the product being advertised.	18	21
essay21.txt	2	They make the product preferable	They make the product preferable.	19	21
essay21.txt	2	the more an advertisement of a product takes place in mass media, the more popular the product becomes	Also, the more an advertisement of a product takes place in mass media, the more popular the product becomes.	12	21
essay21.txt	2	there is a very creative advertisements of a soft drink product on TV	Recently, there is a very creative advertisements of a soft drink product on TV.	9	21
essay21.txt	2	Advertisement is the most effective way to create a well-known product	Advertisement is the most effective way to create a well-known product.	13	21
essay21.txt	2	The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot	The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot.	10	21
essay21.txt	2	Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product	Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product.	14	21
essay21.txt	2	When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is	When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is.	15	21
essay21.txt	2	it also has to be affordable for the consumer	However it also has to be affordable for the consumer.	17	21
essay21.txt	3	high sales are obviously a reflection of the powerful advertisements	In conclusion, as I believe that consumers should consider major needs when they purchase goods, high sales are obviously a reflection of the powerful advertisements.	20	21
essay21.txt	0	Advertisements affects on consumer goods.	Advertisements affects on consumer goods.	0	21
essay21.txt	0	Everyday, companies offer a huge number of different products to consumers.	Everyday, companies offer a huge number of different products to consumers.	1	21
essay21.txt	0	.	.	16	21
essay22.txt	3	These academic values are necessary to the progress of the world	These academic values are necessary to the progress of the world.	9	14
essay22.txt	2	many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society	More importantly, many researches in the ivory-tower have created ingenious discoveries and achievements for the development of modern society.	10	14
essay22.txt	2	the labor market for highly educated students is now too competitive to get a job after finishing their studying	What is worse, the labor market for highly educated students is now too competitive to get a job after finishing their studying.	6	14
essay22.txt	1	I agree with the latter view	To sum up both contentions about the necessity of universities' education have reasonable justifications; however, I agree with the latter view.	12	14
essay22.txt	3	universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine	However, on the other side of the coin are voices in the opposition, saying that universities provide not only skills for careers, but also academic knowledge for the human race, such as bio science, politics, and medicine.	8	14
essay22.txt	2	higher education does not guarantee young students' success	Although higher education does not guarantee young students' success, the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges.	13	14
essay22.txt	2	the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges	Although higher education does not guarantee young students' success, the benefits of learning in universities are the vital factor in creating more possibilities for the development of society through advancing academic fulfillment and the young generation who have experiences and challenges.	13	14
essay22.txt	3	diverse experiences in the campus life can make the young generation more competently	Another significant factor of universities is that diverse experiences in the campus life can make the young generation more competently because there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships.	11	14
essay22.txt	2	there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships	Another significant factor of universities is that diverse experiences in the campus life can make the young generation more competently because there are a number of chances through internships, deeper discussion, independent life, and exchange scholarships.	11	14
essay22.txt	3	it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming	In this regard it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming.	7	14
essay22.txt	2	labors for graduates are in short supply	From their point of view, the fact is that there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers, and, furthermore, labors for graduates are in short supply.	5	14
essay22.txt	2	there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers	From their point of view, the fact is that there are numerous job opportunities for those who do not have the certification of university graduation, such as mechanics, sales persons, or engineers, and, furthermore, labors for graduates are in short supply.	5	14
essay22.txt	0	Young people should go to university or not.	Young people should go to university or not.	0	14
essay22.txt	0	Persistent deliberation is happening as to whether it is desirable for the youth to go to university.	Persistent deliberation is happening as to whether it is desirable for the youth to go to university.	1	14
essay22.txt	0	In regard to the development of the country, some people believe that it is essential for young students to get high quality of education in universities, while others think that it is only one of causes to increase the rate of unemployment.	In regard to the development of the country, some people believe that it is essential for young students to get high quality of education in universities, while others think that it is only one of causes to increase the rate of unemployment.	2	14
essay22.txt	0	In this essay, I will analyze both views first in order to come up with a fool-proof decision.	In this essay, I will analyze both views first in order to come up with a fool-proof decision.	3	14
essay22.txt	0	To begin with, those who advocate the impracticability of university have several reasons.	To begin with, those who advocate the impracticability of university have several reasons.	4	14
essay23.txt	1	I do not think these disadvantages will outweigh the advantages brought by cell phones	However, I do not think these disadvantages will outweigh the advantages brought by cell phones.	2	19
essay23.txt	3	Mobile phones are not out of expectation	Mobile phones are not out of expectation.	5	19
essay23.txt	3	almost everything that changed our lifestyle a lot will also cause some social problems	First of all, almost everything that changed our lifestyle a lot will also cause some social problems.	4	19
essay23.txt	2	it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented	Nevertheless, it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented.	8	19
essay23.txt	3	some harmful effects on our health are lethal	It is also worth mentioning that some harmful effects on our health are lethal.	9	19
essay23.txt	2	Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive	Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive.	6	19
essay23.txt	2	some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other	What is worse , some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other.	7	19
essay23.txt	3	There is panic among people that their conversation can be intercepted by the third party	There is panic among people that their conversation can be intercepted by the third party.	12	19
essay23.txt	2	a more efficient and reliable system can also be invented to guarantee the private information of users	But a more efficient and reliable system can also be invented to guarantee the private information of users.	14	19
essay23.txt	3	the mobile phone has become a dispensable multifunctional tools in people's daily life	Moreover, the mobile phone has become a dispensable multifunctional tools in people's daily life.	15	19
essay23.txt	2	Not only used for communication, but it also functions as an Internet browser, a music player , a personal organiser and so forth	Not only used for communication, but it also functions as an Internet browser, a music player , a personal organiser and so forth.	16	19
essay23.txt	2	overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers	It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers, although the further investigation are needed.	10	19
essay23.txt	2	nothing can be overused without side effects	In conclusion, nothing can be overused without side effects.	17	19
essay23.txt	2	further investigation are needed	It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers, although the further investigation are needed.	10	19
essay23.txt	3	The contribution of the mobile phone to our modern society is prominent	The contribution of the mobile phone to our modern society is prominent and people's dependence on it is irreversible, although it has a number of problems that should be well handled.	18	19
essay23.txt	3	people's dependence on it is irreversible	The contribution of the mobile phone to our modern society is prominent and people's dependence on it is irreversible, although it has a number of problems that should be well handled.	18	19
essay23.txt	2	it has a number of problems that should be well handled	The contribution of the mobile phone to our modern society is prominent and people's dependence on it is irreversible, although it has a number of problems that should be well handled.	18	19
essay23.txt	0	Effects of mobile phones.	Effects of mobile phones.	0	19
essay23.txt	0	Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems.	Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems.	1	19
essay23.txt	0	In this essay, I would like to analyse these three issues in order to support my viewpoint.	In this essay, I would like to analyse these three issues in order to support my viewpoint.	3	19
essay23.txt	0	Another debatable problem is about techniques.	Another debatable problem is about techniques.	11	19
essay23.txt	0	This possibility exists all the time.	This possibility exists all the time.	13	19
essay24.txt	3	using computer constantly has bad influence on children's eyes	First, using computer constantly has bad influence on children's eyes.	4	14
essay24.txt	3	children who play games too much on computer can seriously lack communicating skills	Moreover, children who play games too much on computer can seriously lack communicating skills, they will know little about the outside life.	6	14
essay24.txt	2	When they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted	When they concentrate on computer for too long, their eyes will get tired, which is the main reason for some eyes problems, typically shortsighted.	5	14
essay24.txt	2	several teenagers play games without rest, which leads to health depression	For instance, several teenagers play games without rest, which leads to health depression, a typical example is the death of Korean gamer, who had a non-stop playing for 3 days.	8	14
essay24.txt	2	a typical example is the death of Korean gamer, who had a non-stop playing for 3 days	For instance, several teenagers play games without rest, which leads to health depression, a typical example is the death of Korean gamer, who had a non-stop playing for 3 days.	8	14
essay24.txt	2	they will know little about the outside life	Moreover, children who play games too much on computer can seriously lack communicating skills, they will know little about the outside life.	6	14
essay24.txt	3	people who are addicted to games, especially online games, can eventually bear dangerous consequences	It is a well-known fact that people who are addicted to games, especially online games, can eventually bear dangerous consequences.	7	14
essay24.txt	2	most of them are attracted by facebook, blog, etc. instead	Some social surveys have shown that a few children use computer for studying purpose, most of them are attracted by facebook, blog, etc. instead.	10	14
essay24.txt	2	they will have a bad result in school	Due to this neglect, they will have a bad result in school because when they can not live without internet, they will have no time for their studying.	11	14
essay24.txt	2	when they can not live without internet, they will have no time for their studying	Due to this neglect, they will have a bad result in school because when they can not live without internet, they will have no time for their studying.	11	14
essay24.txt	2	it is undeniable that computer is a crucial part of human life	In conclusion, although it is undeniable that computer is a crucial part of human life, it still has its bad side, especially for children.	12	14
essay24.txt	3	even people who are not interested in online game can still be negatively affected by using computer too much	Finally, even people who are not interested in online game can still be negatively affected by using computer too much.	9	14
essay24.txt	1	it still has its bad side, especially for children	In conclusion, although it is undeniable that computer is a crucial part of human life, it still has its bad side, especially for children.	12	14
essay24.txt	2	a few children use computer for studying purpose	Some social surveys have shown that a few children use computer for studying purpose, most of them are attracted by facebook, blog, etc. instead.	10	14
essay24.txt	3	People should learn how to use it properly to make it an effective tool	People should learn how to use it properly to make it an effective tool because computer should be used not only for entertaining but also for working and studying purpose.	13	14
essay24.txt	2	computer should be used not only for entertaining but also for working and studying purpose	People should learn how to use it properly to make it an effective tool because computer should be used not only for entertaining but also for working and studying purpose.	13	14
essay24.txt	0	computer has negative effects to children.	computer has negative effects to children.	0	14
essay24.txt	0	Nowadays, thanks to the development of technology, computer is now indispensable to life.	Nowadays, thanks to the development of technology, computer is now indispensable to life.	1	14
essay24.txt	0	Some people think that computer is good for children and it should be used daily by children but some others think differently.	Some people think that computer is good for children and it should be used daily by children but some others think differently.	2	14
essay24.txt	0	In my opinion, the latter opinion is true.	In my opinion, the latter opinion is true.	3	14
essay25.txt	3	The main disadvantage is contamination	The main disadvantage is contamination.	9	17
essay25.txt	2	some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems	It is truth that some area are suffering the dire consequences caused by overdeveloping the industry, such as water pollution, overcrowded traffic and medical problems.	10	17
essay25.txt	2	the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area	What is more, the factory is not isolated, other industries and business will be quickly established, resulting in economic growth of local area.	7	17
essay25.txt	2	it is inevitable that there will be more factories built with the development of our society	However, it is inevitable that there will be more factories built with the development of our society.	12	17
essay25.txt	2	the estate industry will be boosted in order to satisfy the workers' accommodation need	For example, the estate industry will be boosted in order to satisfy the workers' accommodation need.	8	17
essay25.txt	2	most problems can be avoidable if the factories put in real and great effort to manage their waste well	In fact most problems can be avoidable if the factories put in real and great effort to manage their waste well.	14	17
essay25.txt	3	Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way	Its advantages will outweigh disadvantages as long as the factories dispose their waste and pollution in the correct way.	16	17
essay25.txt	2	in some industrial cities , a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances	For instance, in some industrial cities , a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances.	11	17
essay25.txt	3	how to improve the disadvantages of building a factory would be more important than whether to build it	Therefore, how to improve the disadvantages of building a factory would be more important than whether to build it.	13	17
essay25.txt	1	the advantages of building a factory will outweigh its disadvantages	From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.	4	17
essay25.txt	2	To manufacture goods, there must be the demand of laborers, from which the local residents can benefit	To manufacture goods, there must be the demand of laborers, from which the local residents can benefit.	6	17
essay25.txt	3	a large factory can stimulate local economic growth and reduce the unemployment rate	First of all, a large factory can stimulate local economic growth and reduce the unemployment rate.	5	17
essay25.txt	0	INFLUENCE OF LARGE FACTORY.	INFLUENCE OF LARGE FACTORY.	0	17
essay25.txt	0	Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society.	Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society.	1	17
essay25.txt	0	Out of the case of economic development, industrial buildings are a necessary part of modern society.	Out of the case of economic development, industrial buildings are a necessary part of modern society.	2	17
essay25.txt	0	However a vast number of people are against building a factory near their community because of pollution.	However a vast number of people are against building a factory near their community because of pollution.	3	17
essay25.txt	0	In conclusion, installation of manufacturing plant is a trend of industrialization for many countries.	In conclusion, installation of manufacturing plant is a trend of industrialization for many countries.	15	17
essay26.txt	3	more and more people begin to select prepared food as their daily meals	Nowadays, more and more people begin to select prepared food as their daily meals, since it can effectively save time which is considered as money in our modern society.	1	16
essay26.txt	2	cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits	However it is obvious that cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits.	2	16
essay26.txt	2	it can effectively save time which is considered as money in our modern society	Nowadays, more and more people begin to select prepared food as their daily meals, since it can effectively save time which is considered as money in our modern society.	1	16
essay26.txt	2	Some ingredients being added have caused dire consequences	Some ingredients being added have caused dire consequences.	5	16
essay26.txt	2	there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases	For instance, there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases.	6	16
essay26.txt	3	this is not a good thing	In this essay, I would like to explain why this is not a good thing based on the three reasons above.	3	16
essay26.txt	2	to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people	First of all, to make their food easier to prepare and taste delicious, almost every producer adds a wide range of artificial ingredients in to the food that is now purchased by most people.	4	16
essay26.txt	2	some research has apparently demonstrated that prepared foods are unable to support enough nutrients we need, especially for children who are growing up	It is truth that cooking prepared foods needs much less time in comparison with the fresh food., whereas some research has apparently demonstrated that prepared foods are unable to support enough nutrients we need, especially for children who are growing up .	9	16
essay26.txt	3	The more cooked food we chosen, the more cooking skills we lose	The more cooked food we chosen, the more cooking skills we lose.	11	16
essay26.txt	2	this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking	But rare people have been aware that this has contributed to a modification of cooking habits, which may cause the loss of our custom and culture about cooking.	13	16
essay26.txt	2	At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes	At the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes.	12	16
essay26.txt	3	easy-to-cook foods sometimes could be dangerous for human's health	Thus, easy-to-cook foods sometimes could be dangerous for human's health.	7	16
essay26.txt	1	although the invention of prepared foods definitely satisfies the demand of some people who are busy in their work, it is not a good thing	In conclusion, although the invention of prepared foods definitely satisfies the demand of some people who are busy in their work, it is not a good thing.	14	16
essay26.txt	3	Not cooking fresh food will also lead to the lack of nutrition	Not cooking fresh food will also lead to the lack of nutrition.	8	16
essay26.txt	2	Cooking is not a waste of time	Cooking is not a waste of time, contrarily, it is crucial for our health and culture.	15	16
essay26.txt	2	it is crucial for our health and culture	Cooking is not a waste of time, contrarily, it is crucial for our health and culture.	15	16
essay26.txt	0	PREPARED FOOD.	PREPARED FOOD.	0	16
essay26.txt	0	In addition, cooking is one of arts humans create.	In addition, cooking is one of arts humans create.	10	16
essay27.txt	2	some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market	This means some powerful countries provide financial support in order to acquire the right to exploit the local resources and target the local labour market.	10	15
essay27.txt	2	they rarely provide local residents with any technological aid and even cause contamination in some areas	Indeed, they rarely provide local residents with any technological aid and even cause contamination in some areas.	11	15
essay27.txt	2	most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities	For instance, most developing countries are lack of educational resources, such as experienced teachers, evaluation systems and teaching facilities, which is usually neglected by local authorities.	6	15
essay27.txt	2	if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support	From this example, it is obvious that if the developed countries are unwilling to share their successful experience in education, the developing countries will remain undeveloped, even though they gain a great deal of economic support.	7	15
essay27.txt	3	developing countries should not totally depend on the financial support from powerful countries	Therefore, developing countries should not totally depend on the financial support from powerful countries.	12	15
essay27.txt	2	developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation	And it has been proven that developing education and improving national technology and science level are the path they have to undergo if they really want to alter current situation.	14	15
essay27.txt	1	financial aid is not the only way to assist poor countries	In conclusion, financial aid is not the only way to assist poor countries.	13	15
essay27.txt	2	education is an essential part in development	Firstly, education is an essential part in development.	5	15
essay27.txt	3	the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid	Thus, the critical method to improve the condition of poor countries is to help them build up a complete educational system instead of financial aid.	8	15
essay27.txt	0	FINANCIAL AID TO DEVELOPING COUNTRIES.	FINANCIAL AID TO DEVELOPING COUNTRIES.	0	15
essay27.txt	0	As is commonly understood, there is an increasingly gap between developed countries and developing countries.	As is commonly understood, there is an increasingly gap between developed countries and developing countries.	1	15
essay27.txt	0	It can be seen that some developed countries and organization are proving financial assistance to the impoverished countries.	It can be seen that some developed countries and organization are proving financial assistance to the impoverished countries.	2	15
essay27.txt	0	However, it is disagreed that this can be the best and only way to assist developing countries.	However, it is disagreed that this can be the best and only way to assist developing countries.	3	15
essay27.txt	0	This will be proven by analyzing the necessity of developing their education and the real objective of supporters.	This will be proven by analyzing the necessity of developing their education and the real objective of supporters.	4	15
essay27.txt	0	In addition, it is well acknowledged that there is no free lunch in the world.	In addition, it is well acknowledged that there is no free lunch in the world.	9	15
essay28.txt	3	Society does need an advertising	Society does need an advertising but it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers.	6	19
essay28.txt	3	advertising alcohol, cigarettes, goods and services with adult content should be prohibited	First of all, I do support the idea that advertising alcohol, cigarettes, goods and services with adult content should be prohibited.	7	19
essay28.txt	3	it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers	Society does need an advertising but it is our responsibility to control the content and what kind of goods and services we would like to offer to our customers.	6	19
essay28.txt	2	some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries	Fortunately, some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries.	10	19
essay28.txt	2	by advertising companies, businesses, firms and individuals promote their goods and services	On the other hand by advertising companies, businesses, firms and individuals promote their goods and services.	11	19
essay28.txt	2	these kind of ads will have negative effect to our children	Because these kind of ads will have negative effect to our children.	8	19
essay28.txt	2	Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis	Youngsters might be tempted to buy cigarettes or alcohol and later to start consume it on a daily basis.	9	19
essay28.txt	2	tourism makes up one-third of the Czech Republic's economy	For example, tourism makes up one-third of the Czech Republic's economy.	14	19
essay28.txt	2	In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers	In order to promote the country's attractions, the Czech government has to advertise and sell its services to foreign consumers.	15	19
essay28.txt	2	Only well planned and well targeted advertising will bring more foreign tourists to the country	Only well planned and well targeted advertising will bring more foreign tourists to the country.	16	19
essay28.txt	1	modern society needs advertising	In conclusion, I think that modern society needs advertising.	17	19
essay28.txt	3	we learn about new products, we can compare them and choose whats it the best for us	Thanks to ads we learn about new products, we can compare them and choose whats it the best for us.	12	19
essay28.txt	2	Ads will keep as well informed about new products and services	Ads will keep as well informed about new products and services, but we should also bear in mind that advertising cigarettes and alcohol will definitely affect our children in negative way.	18	19
